,hidden_0_n0,hidden_0_n1,hidden_0_n2,hidden_0_n3,hidden_0_n4,hidden_0_n5,hidden_0_n6,hidden_0_n7,hidden_0_n8,hidden_0_n9,hidden_0_n10,hidden_0_n11,hidden_0_n12,hidden_0_n13,hidden_0_n14,hidden_0_n15,hidden_0_n16,hidden_0_n17,hidden_0_n18,hidden_0_n19,hidden_0_n20,hidden_0_n21,hidden_0_n22,hidden_0_n23,hidden_0_n24,hidden_0_n25,hidden_0_n26,hidden_0_n27,hidden_0_n28,hidden_0_n29,hidden_0_n30,hidden_0_n31,hidden_0_n32,hidden_0_n33,hidden_0_n34,hidden_0_n35,hidden_0_n36,hidden_0_n37,hidden_0_n38,hidden_0_n39,hidden_0_n40,hidden_0_n41,hidden_0_n42,hidden_0_n43,hidden_0_n44,hidden_0_n45,hidden_0_n46,hidden_0_n47,hidden_0_n48,hidden_0_n49,hidden_0_n50,hidden_0_n51,hidden_0_n52,hidden_0_n53,hidden_0_n54,hidden_0_n55,hidden_0_n56,hidden_0_n57,hidden_0_n58,hidden_0_n59,hidden_0_n60,hidden_0_n61,hidden_0_n62,hidden_0_n63,hidden_0_n64,hidden_0_n65,hidden_0_n66,hidden_0_n67,hidden_0_n68,hidden_0_n69,hidden_0_n70,hidden_0_n71,hidden_0_n72,hidden_0_n73,hidden_0_n74,hidden_0_n75,hidden_0_n76,hidden_0_n77,hidden_0_n78,hidden_0_n79,hidden_0_n80,hidden_0_n81,hidden_0_n82,hidden_0_n83,hidden_0_n84,hidden_0_n85,hidden_0_n86,hidden_0_n87,hidden_0_n88,hidden_0_n89,hidden_0_n90,hidden_0_n91,hidden_0_n92,hidden_0_n93,hidden_0_n94,hidden_0_n95,hidden_0_n96,hidden_0_n97,hidden_0_n98,hidden_0_n99,hidden_0_n100,hidden_0_n101,hidden_0_n102,hidden_0_n103,hidden_0_n104,hidden_0_n105,hidden_0_n106,hidden_0_n107,hidden_0_n108,hidden_0_n109,hidden_0_n110,hidden_0_n111,hidden_0_n112,hidden_0_n113,hidden_0_n114,hidden_0_n115,hidden_0_n116,hidden_0_n117,hidden_0_n118,hidden_0_n119,hidden_0_n120,hidden_0_n121,hidden_0_n122,hidden_0_n123,hidden_0_n124,hidden_0_n125,hidden_0_n126,hidden_0_n127,hidden_1_n0,hidden_1_n1,hidden_1_n2,hidden_1_n3,hidden_1_n4,hidden_1_n5,hidden_1_n6,hidden_1_n7,hidden_1_n8,hidden_1_n9,hidden_1_n10,hidden_1_n11,hidden_1_n12,hidden_1_n13,hidden_1_n14,hidden_1_n15,hidden_1_n16,hidden_1_n17,hidden_1_n18,hidden_1_n19,hidden_1_n20,hidden_1_n21,hidden_1_n22,hidden_1_n23,hidden_1_n24,hidden_1_n25,hidden_1_n26,hidden_1_n27,hidden_1_n28,hidden_1_n29,hidden_1_n30,hidden_1_n31,hidden_1_n32,hidden_1_n33,hidden_1_n34,hidden_1_n35,hidden_1_n36,hidden_1_n37,hidden_1_n38,hidden_1_n39,hidden_1_n40,hidden_1_n41,hidden_1_n42,hidden_1_n43,hidden_1_n44,hidden_1_n45,hidden_1_n46,hidden_1_n47,hidden_1_n48,hidden_1_n49,hidden_1_n50,hidden_1_n51,hidden_1_n52,hidden_1_n53,hidden_1_n54,hidden_1_n55,hidden_1_n56,hidden_1_n57,hidden_1_n58,hidden_1_n59,hidden_1_n60,hidden_1_n61,hidden_1_n62,hidden_1_n63
hidden_1_n30,0.5800674,0.3385301,0.76886797,2.1604598,0.5619822,0.71056473,0.3515935,0.07616733,0.52170676,0.1985522,0.206445,0.5724325,0.06133711,0.6750036,1.3213941,0.55603516,0.7014995,1.4296972,1.7093818,1.076132,0.6677914,0.83974564,1.8706021,1.5073632,0.15976597,0.08290818,0.48730275,0.7943937,0.12684134,0.24991146,0.7135793,2.4562492,0.653565,0.15242797,0.10174074,0.18116769,0.63465255,0.025088131,0.5952311,0.49094877,0.86791885,0.5229563,1.0485696,0.5669934,0.87898576,1.1069866,0.3110301,0.8127848,1.0879512,0.8365245,0.24870189,0.64642346,0.47890693,1.9235806,0.34499288,2.4614494,0.11921031,1.5886898,1.1440893,0.21919481,0.36952114,0.8920676,0.27701762,1.2466131,1.842142,1.593903,0.5537813,1.0377965,1.1414088,3.3789856,0.37051663,0.6693536,1.0290663,0.9586092,1.2622402,0.55944085,1.0212883,2.281963,1.0537727,0.7780142,0.55967826,0.24372232,0.6705385,0.5775008,0.5286494,1.5258797,0.047656603,0.26653078,0.4517447,0.7230834,2.6818516,0.06854556,1.2132094,0.64008933,0.088184826,0.54415125,1.632574,1.1638169,0.15785363,1.0756708,1.3291439,1.6481621,0.79288095,0.64654034,0.019301446,0.090225235,0.64429754,1.0029665,0.44523057,0.4069591,0.61369944,1.1825584,0.89861083,0.793564,0.7156042,0.7020502,1.2315054,1.1613005,0.63275135,0.24276595,0.6707257,1.545556,1.5860168,0.10749486,0.5545729,0.40194148,1.3768065,0.65634704,0.7073915,0.43226692,0.8443286,0.2223232,2.7431254,0.99338675,1.4489799,1.1426616,1.1759871,0.6541117,1.2368336,1.1410471,0.15318,0.43684933,1.6074357,1.7569871,0.8926117,1.1948886,0.010390968,0.35183573,0.9834191,1.2785627,0.88886416,0.7049028,0.087154664,1.8628235,0.7819207,0.25116992,0.34193525,0.63033575,0.0,0.667972,1.2652755,0.51310486,1.6447645,0.49385932,0.5606341,0.31113318,1.9625784,1.111809,0.36351684,1.2729617,0.4032797,0.5724041,0.69394743,1.4617232,0.07096852,0.093708165,0.9039484,1.23446,0.3179529,1.7775377,0.16596316,0.37496728,1.4599475,1.5590005,1.1025664,0.14699088,0.50317496,0.49665174,1.2236692,0.39192918,1.474806,0.6684936
hidden_1_n31,0.16720355,1.7537843,0.45633146,0.86345845,0.97265154,0.7472414,0.7806581,0.6319791,0.364523,0.23999463,1.5408041,0.53340876,0.50826305,0.6004918,0.1168223,2.2152402,1.4391373,0.41652,0.45658904,0.30892017,1.0431395,0.3970362,1.4056901,0.365665,0.015570877,0.31057775,0.85334617,0.700488,0.7661,0.22436413,0.6781259,1.8872168,0.64805794,2.1448343,3.0233893,0.18312582,1.9235904,0.1888763,0.3807066,0.3644218,0.320137,0.39028078,2.639644,0.2914962,0.16058728,0.23344053,0.53570294,0.13330732,1.4525508,0.55518925,0.5791688,0.65114486,1.1302598,0.96383226,0.9603723,3.664569,0.92859304,4.386413,1.4915844,0.30518758,0.09741297,0.26400363,0.92742634,1.9167935,3.7861261,0.3132539,0.898808,1.5279334,0.3302078,3.1500955,1.3101896,0.16301224,1.3068082,0.06520534,0.29108605,0.8757611,1.5564655,1.1715993,0.40275314,0.340955,0.032737773,0.21251673,0.19054128,0.014710884,3.3786273,1.0697999,0.28821808,0.23505586,0.33842468,0.25475192,1.0988439,0.054137733,1.2390721,0.705951,3.105977,1.3506324,0.5042652,1.7403088,0.29813287,0.37560973,0.7251694,0.5949981,0.31075314,1.2432883,1.934345,1.1807896,0.6229108,1.7738546,0.7466661,1.1088616,1.0611246,1.2952398,0.25691506,0.594444,0.09199816,0.35836643,0.035765145,0.17629878,1.7516874,0.6572804,1.3496737,0.566098,0.797758,1.6113522,0.5460755,1.1089447,2.1164985,0.30307677,0.051715776,1.4643129,0.19098337,0.7067241,2.0500474,0.3001539,0.9140519,1.7031107,0.96823347,0.271497,0.2734224,1.0698832,0.52986765,0.1990237,0.31287637,2.164359,0.25319347,1.0497307,0.880168,0.0817256,1.0601599,0.28261203,0.778425,0.63219625,2.648439,1.6623875,0.488601,0.67213345,0.4164773,0.32613376,2.0206277,0.0,0.18800387,1.72227,0.22229978,0.31881094,1.1258119,0.19256616,1.9752518,0.2308568,0.02153192,0.26636988,0.4013493,0.69524324,0.744443,0.6713763,0.26887375,0.5952539,0.56056666,0.27953961,0.827284,1.1002076,0.14623909,0.39044422,0.7694691,0.2921866,1.5511681,0.4575286,1.303447,1.3234137,0.07445426,1.0216703,1.4554915,0.46521553
hidden_1_n32,1.1049283,1.3433706,1.4462205,1.0036713,1.0105045,0.5164311,1.0584967,1.1589272,0.18281166,0.536403,1.2719598,0.59792435,1.2347937,1.4139702,0.54342735,0.47619757,0.22944285,0.24688901,1.294738,0.41695678,0.16489477,1.8840404,0.26118478,0.7456764,0.38518056,1.6787398,0.0756488,2.3300357,0.14845406,0.95252585,1.9786111,0.3166621,0.6683077,0.6180308,0.58183604,2.5560324,0.1856728,0.5377335,1.839741,1.7115188,0.7370294,0.04821642,0.82224673,1.2575774,1.1442584,1.5003116,0.06263226,0.045130275,0.3442967,0.24081458,1.0151405,1.1792631,0.58745515,0.8990202,2.3836055,1.045099,0.30348742,2.428731,0.6249261,1.4597448,0.1421304,1.7203783,0.48519102,1.4157635,1.0872918,1.4597373,0.5435306,1.0791808,1.0955048,0.884692,1.2226547,1.9580008,0.86048496,0.4642051,1.0836313,1.1662588,1.112787,0.8569718,0.3150502,0.90808475,0.77039987,0.45888782,0.3889418,0.36893338,0.26431572,0.37248123,2.6747367,1.2686886,1.0420738,2.0842862,1.9614503,0.7020318,3.929814,0.6960473,0.2745824,0.7632797,2.4023454,0.75775504,0.28092703,2.2051563,0.4354665,1.4575789,0.6866551,0.9328838,0.92272896,0.2526218,0.6617998,0.20393853,0.12278276,4.9948554,1.6650822,1.7812761,0.1126446,2.0564632,0.5432484,2.3474238,1.3320963,1.8423634,2.4608643,0.48352608,1.7320554,0.9106954,1.0206114,0.75665796,1.0851167,0.29107308,0.49319527,2.2763464,0.92125696,0.44078767,2.3107562,0.60661286,0.87610465,0.34448215,0.39469704,0.9600759,1.7714154,1.5983831,0.11421375,0.78171766,0.49560374,0.13201892,0.2159284,1.7810657,0.6976025,0.49699947,1.2111208,0.907016,0.113556705,0.5225548,0.9483742,0.18875554,0.37549543,1.2357519,0.36570477,1.1902132,1.0678734,0.14986427,1.2884278,0.42962417,0.0,1.8097564,1.3398982,0.7792329,1.3392729,0.13032736,2.9940822,1.0621185,1.6566118,2.650808,1.7009912,1.1057346,2.5724998,0.7376912,0.8244046,0.20992206,0.5609652,0.9823677,0.45116588,0.88330287,0.99074197,0.6127387,1.5203211,0.43413183,1.5724697,0.46217513,1.0872303,0.37160733,0.09728239,0.7682686,0.090431064,0.5724712
hidden_1_n33,1.1741921,0.5025287,0.17686635,2.8506575,1.183542,0.004020691,0.47337493,0.12547924,0.9345837,0.10318313,0.7289455,1.279351,0.0046468796,0.35462648,1.9082142,0.18337879,0.056898605,0.81920654,0.682046,0.7581839,1.668683,0.08373832,0.30339295,0.21409902,1.6612457,0.71914613,0.6670786,0.049320407,0.62051964,0.07541467,0.06335185,0.27715954,1.2705641,0.5274405,0.22361319,0.5322027,0.10798532,0.11972055,1.4609692,0.13507466,1.365423,0.3230683,1.278882,0.38216478,1.6649666,2.1453085,0.8750255,1.2987363,0.19315328,0.09350885,0.6352678,0.33682284,0.24778567,1.3620514,0.79430306,1.3837414,0.6797479,0.28568295,0.64568865,0.174197,0.64828247,0.31591153,0.38795817,0.38382366,0.5223255,0.75069237,0.89884245,0.4045945,0.1879428,1.4279926,0.5405572,0.5633644,0.35801435,0.14576411,0.1881601,0.14600876,1.1153171,0.898867,0.5626318,0.011288181,0.31503105,0.48957783,1.169897,1.4400953,0.50382704,0.72214603,0.3146192,0.09911012,0.6001445,0.14919426,1.1688088,0.57002693,0.081468694,0.53626066,0.17929244,0.09038636,1.4396552,0.35764128,0.4522722,1.2440585,1.6324985,2.3415961,0.41959646,0.9480343,0.02107231,0.7639453,0.28803343,0.2950926,0.14808242,1.1718336,0.5338866,0.46839434,0.26293424,0.51078594,0.686598,1.5305586,0.32160068,0.7830433,0.13025753,0.29318395,1.8811977,1.3012706,1.9437003,0.19248137,1.2003062,0.83953506,0.2820858,1.2713797,0.6768518,0.7226022,0.76880515,0.41594994,0.27530482,2.1169589,0.68219036,1.248279,0.6979166,0.25632325,0.863929,0.8381008,0.52796644,0.88159007,2.2953126,0.28698868,0.06605331,2.4836605,1.155954,0.3549935,0.10285502,0.33996418,0.47594085,0.12161328,0.36137304,1.5550387,1.7551074,0.5670771,1.1935049,0.95872414,1.0878856,1.0202152,0.1890582,0.0,0.43944317,0.13564926,0.131851,0.49157503,1.8329571,0.7724456,0.0934886,1.1104474,0.047116913,0.9024135,0.5925947,1.3096524,0.11414668,0.711506,0.34472254,3.7728693,0.16748539,0.7206181,0.74377006,0.92775774,0.44493982,0.3891645,1.0272467,0.14199682,0.42832232,0.7766127,2.2518384,1.2789129,0.54582006,0.8086367
hidden_1_n34,0.43954366,1.4118611,0.18248051,0.60007304,0.9106317,0.0791026,0.8396067,0.46849248,3.180968,0.5309334,0.6452081,1.2156355,0.7848259,1.4046382,0.55928457,1.6931076,0.84894866,0.2041703,0.22424272,0.81551987,0.8882389,1.4002712,0.7056253,0.77864933,0.18683246,0.91477406,1.120099,0.2638685,1.3871773,1.4099281,0.9563,0.79127544,0.28062868,0.6206358,0.69646424,0.82179266,2.0596006,0.96186334,1.4169934,0.6329405,1.5132452,0.4513091,0.980401,2.4794366,0.5336984,1.8406713,2.1165917,0.61594045,0.29968318,0.4978966,0.47230095,0.53274727,2.148046,0.2122498,0.23812641,1.6655993,2.0767193,2.1263144,0.6042778,1.2324893,1.3853365,1.8536177,1.7886595,1.2849807,2.9827914,0.44908997,2.1648855,1.8101692,0.31118104,2.732113,0.8346903,0.40309313,2.9351456,0.26723868,1.0302713,0.42517182,3.1375844,0.37765005,1.8726525,0.73576915,0.2460446,0.7298762,1.1432639,0.06345614,1.5685213,1.4042933,0.37747207,0.33489376,0.5241806,1.6330404,0.32226002,0.86730796,0.14262818,0.15619916,2.1675165,2.745548,0.40578654,2.4806902,1.5390452,1.2815738,1.698362,2.8316822,0.6822201,0.5479935,1.6431696,0.6583134,0.49565947,1.1468694,0.5692876,1.4063227,1.8118503,1.2969906,0.45847973,0.25914517,0.30824095,0.5618537,1.3060237,1.3480656,2.2278717,2.3313196,1.8245909,1.8491545,0.7986678,0.14142305,2.5797455,0.73233426,2.5373054,0.6231714,1.2030237,1.6460778,0.41904175,0.71950316,1.3345058,0.46037877,0.6120951,0.2828962,0.39985523,0.08045896,2.1246827,0.8860168,0.53174067,0.07517656,1.0318394,1.3095102,0.4089492,1.3651663,0.76405525,0.6544731,1.304853,0.7184586,0.42186454,3.1563432,0.9050271,1.5174458,1.1645409,0.04363124,0.12388258,0.27823076,1.2599461,1.1083992,0.645573,1.5328243,0.0,3.3842356,0.4637421,0.2286928,0.26157618,2.076749,0.8460311,0.32989156,0.3732787,0.17169394,0.45408955,0.32433844,1.3524009,1.750049,1.7873691,1.8437713,2.253403,1.0011091,1.0667821,0.3676716,0.79571635,0.5970076,0.7378157,1.0946972,2.0472221,2.1932359,0.18022527,1.2492259,2.235278,0.35175088
hidden_1_n35,0.6043055,1.1296566,0.17734893,0.39072177,0.4426775,0.2124322,0.4048297,1.7845205,2.1007628,0.95784754,1.8365262,0.21657184,0.5988392,0.33348092,1.3410424,0.64411473,1.8518227,0.18367791,2.200302,0.3234031,4.4561024,0.6430135,1.0809189,1.7389421,0.26413864,0.8254935,3.9444544,2.2677805,0.28425696,1.8005342,0.71131516,2.1948445,0.037481334,2.2312357,0.67988306,0.7089558,1.0604429,0.6903868,0.5421323,1.9549385,0.8956632,0.3488427,0.11814376,0.49678573,2.0195246,0.119834594,1.4226056,0.95986265,0.42859766,0.24323988,0.4715099,2.2583828,1.2947162,0.07999534,2.0820572,0.8154828,0.2035401,0.67021644,0.74558717,1.0558014,0.92624533,0.5998058,0.13843513,1.4187863,0.83701557,0.73778284,1.2840126,0.49709293,0.67515785,0.36615995,1.7677854,2.4967422,2.4858456,0.43462312,1.9527028,1.1996456,2.3929143,0.6676455,1.0730077,0.96922743,0.6211848,2.3483827,0.64698035,1.1041702,0.43933553,0.06985261,0.8067594,0.742936,1.1744685,1.4632375,1.4967176,1.0006012,4.2998905,0.3985318,0.91281796,0.5185512,0.27931017,0.7749383,1.5429755,0.1840667,0.87022674,0.7503065,1.7967861,0.34156662,0.94107544,1.5055817,0.6717497,0.15881518,0.82938623,1.1115695,3.350827,1.0654936,1.7033949,0.3193058,1.0731106,1.8238888,0.17362839,0.9648414,0.8367338,0.61002535,0.3811524,0.56691056,0.71832097,0.5414957,0.37349296,1.1245967,1.059877,0.19209376,1.7230003,0.13966721,1.6719276,1.0121516,0.085841656,0.41089442,0.49106088,0.5087748,1.8789899,1.0275495,0.24093597,0.47742638,0.91442037,1.2590579,0.15111226,0.55678976,0.7538834,0.21580505,1.8248527,1.0213636,3.9495397,0.7079956,0.79366285,0.64201415,0.12689853,2.5643096,1.1289545,0.2858797,0.90044796,3.0523462,0.025123056,1.2458864,0.58182645,0.25228882,1.7043239,0.0,0.3868471,0.86951774,0.74762756,0.18841769,0.26509988,0.7942744,1.9279454,0.8316191,0.5713949,0.39095414,2.020022,0.3547496,0.9470521,1.9061534,2.0849588,1.4664823,0.3628384,0.58380103,1.0188941,0.60159945,0.86836207,0.21644787,0.11770632,0.10089825,0.26259592,0.49993074,0.074576885,0.7139218
hidden_1_n36,0.33740452,1.0788763,0.79811615,0.2924257,0.7766342,0.10321931,0.21173517,0.25191852,0.6566617,0.15102664,3.161884,0.74970996,0.5548885,0.21112326,0.96286064,0.39862254,0.44182524,0.3245377,0.74650836,0.32634965,0.23411864,1.0057253,1.3561659,0.91647947,0.07654498,1.2824237,1.0938997,0.009100978,0.096213676,0.008075259,0.5018827,2.5180504,0.13178815,0.7062091,0.27371615,0.43470618,0.056171242,0.22006138,3.450437,0.7987265,2.3786259,0.23337401,0.15952893,1.5396814,0.5888894,0.95973784,0.22218758,0.21830796,0.5363722,1.4430404,0.34476614,0.31019777,0.48048535,1.2884121,0.28680807,0.22483419,2.3345215,0.7982654,1.1793023,1.000513,0.6568645,3.7725854,0.5905049,1.3103566,4.3141427,0.6483442,1.714068,0.42796615,0.20301613,0.07350723,0.28700805,0.47900307,0.75874406,0.71674204,0.6094556,1.178574,0.77015144,0.25388741,2.1202192,0.909096,1.3653954,0.1361602,0.15342276,0.22284696,0.74956346,0.25742996,0.28039142,0.120169535,0.5817193,1.1721611,1.1590657,0.52920955,0.11215089,0.06580986,0.315386,2.9417832,0.73155534,2.1564903,2.1284885,0.109208405,0.289416,3.9405687,0.18257222,0.82022476,0.48977035,0.8092474,0.7649388,0.19619648,1.1101841,0.4530353,0.2700155,0.4400499,0.6351352,0.5716136,0.19810224,1.1939597,1.3609536,0.093485534,1.1326824,0.37739995,1.8214803,2.8531864,0.102961764,0.3624212,0.06697936,0.103776544,0.44468185,1.3013483,0.21899538,1.3042009,0.34036326,0.9940077,1.3765073,0.41582963,0.38751456,0.7833396,0.29301703,0.23371118,1.1364056,0.9514383,0.5842764,0.033425093,0.03926587,1.144176,0.30906448,1.2017906,0.14259262,0.87755156,0.42826656,1.0252568,0.3740536,2.162926,0.08326474,0.24028318,0.89830333,1.1758823,0.67086005,0.61473,1.8041214,0.38541418,0.24919674,0.29435804,1.7386833,0.19394556,0.0,0.054553088,0.75281376,3.1437643,0.95803,0.2697937,0.41531107,1.1092767,0.82417893,0.2418188,0.7363128,0.24222237,1.800423,0.6365827,1.9230396,2.0467343,0.53037995,1.4868091,1.340843,0.24171415,0.65074337,0.02055681,1.0299416,0.7819471,0.0915962,0.47980803,1.8054446,0.4041937
hidden_1_n37,0.12313752,2.4224243,0.86796343,0.76296115,1.44564,0.5778614,0.2721157,0.11716224,0.38248947,0.4630567,1.4822251,1.6750823,0.95304483,0.9070283,0.15340455,0.36276907,0.21725468,0.34493992,0.1998686,0.14468579,0.87439924,0.5246844,1.4787009,0.46274793,0.6474064,3.411172,0.4073979,1.1183981,0.65593517,0.40644887,0.5259189,0.050962836,0.9469481,1.1829058,0.83824974,1.4556875,0.070113994,0.087436855,1.7410871,0.11060686,1.0297222,0.054715637,0.037875492,1.2221569,0.15107077,1.6831727,3.045976,0.11436104,1.7610254,1.2513554,0.20771916,0.49802503,0.30281052,1.5270864,1.7413638,0.38392708,1.9939417,2.0288646,0.8111324,0.7543888,0.32588512,2.3667326,1.1772722,1.341554,1.6717826,0.43569106,1.2855865,0.4792341,2.3290305,2.6505244,1.4352969,0.34770277,1.0025104,1.5172988,0.38500625,0.58639383,0.9305831,1.5471716,0.45317858,0.61624193,0.8977767,0.62825936,0.4895364,0.26612598,1.2160684,1.9846383,0.8696628,1.3309253,0.0108451815,0.35236543,0.14045233,1.9865124,0.1673475,0.35419425,0.20158571,2.4115312,0.6021607,2.2361963,1.2235954,1.894243,1.2699946,1.6988314,0.6060599,1.3033284,0.9711992,0.74098086,0.25792918,0.22275089,0.8777431,0.82518965,0.07086848,2.274812,1.201165,2.1846502,0.681832,0.064539365,0.3368797,0.8766298,0.36531195,0.45213348,1.9948537,1.6366639,0.6055002,0.27124533,0.21940638,0.2926109,0.78627664,4.3644094,0.2991088,1.5104778,0.5330792,2.9139285,0.8160786,0.1853426,2.5027068,1.1924081,1.1767414,0.62557995,1.1102829,4.2933283,3.4697104,1.1375093,1.6856956,0.46935242,0.29497778,1.004357,1.7367955,1.1672738,0.40495023,1.3612837,0.10436125,0.9301893,0.4915771,2.9178815,0.30965862,1.7494086,2.6466348,0.23114727,1.6282035,1.0217885,2.1286974,0.5676435,0.22283703,0.06542863,0.73909724,0.0,3.464842,2.2834277,2.29618,3.0169218,0.78411436,0.5708616,0.49345472,0.83203673,0.38699177,0.06784309,0.25469255,0.8061914,0.77482706,0.7007052,0.14755093,2.1593971,2.6742258,0.5087717,1.3873698,1.3521107,0.957424,1.4565127,0.6488835,1.6464504,0.051554646,1.2441983
hidden_1_n38,0.7631433,0.66950786,2.4305542,0.34710854,0.90612566,0.8220027,0.16578102,0.2720484,1.2310314,0.007905882,0.8575557,1.1436844,0.6087745,2.2876606,1.3225352,0.13725036,0.60803616,1.5863571,1.002699,0.12441332,0.5026954,1.0371776,0.68830657,0.5621336,0.18277776,3.1103373,0.6606789,1.1173552,0.12985617,0.068593875,0.18429422,0.6457988,1.2794064,0.73634833,0.1832045,0.7280694,0.21903369,0.6137536,0.8586397,1.0692743,0.4913312,0.15476872,1.2797859,1.1472641,1.6141164,0.8588605,0.5639988,1.0753038,0.45290044,1.4658284,0.49399373,0.22660895,0.39624098,3.7943826,1.5400352,0.8840576,1.7296149,1.5011619,0.8862403,0.4745912,0.10984386,2.7569928,0.44677368,1.1939738,1.0169475,0.31089902,2.370077,1.0989956,0.51148796,0.5903793,0.57269275,0.95111734,0.750807,0.31025574,0.4954081,1.2696971,0.39448428,1.8906491,0.66861886,0.80187863,1.4375513,0.5789809,0.5402496,0.29735938,0.53681123,0.1679533,0.17439127,0.7942939,0.89914864,0.22461565,0.89321357,0.50714093,0.28370658,1.7882918,0.30894625,2.1729083,1.1785973,0.82178575,1.6776819,1.0455166,0.91654444,1.8145465,0.16179988,0.31233296,0.8250682,1.0766675,1.4495842,0.41650617,1.9572511,0.9189268,0.89416116,0.848547,0.33138764,0.87387997,0.27219763,1.3021135,0.9927442,2.4547029,1.3843442,0.20890693,1.1978103,0.4434,0.80680627,0.90086937,0.7243581,0.54723406,1.1133897,4.4035997,1.1847792,0.7877112,0.55157524,1.5185168,2.3917143,2.0649402,2.8213267,2.1798425,0.016751112,0.37677017,0.31343392,2.2934766,1.6865368,0.97696704,0.70649326,0.5904214,0.40150476,0.12752779,0.25910157,3.2671964,0.37333846,2.1903517,0.018075293,0.63907546,2.2626045,2.9078891,0.6732721,0.97619975,0.7291364,1.7339568,0.71958554,0.18180339,0.6637686,0.1415408,4.119597,1.0037516,0.026769627,0.6230445,0.0,3.6860693,2.759117,0.75041944,0.3598358,0.09147755,0.15013391,1.6759342,0.36158893,0.6912923,2.3280728,1.0896256,1.4430398,0.5344054,1.6521451,3.4577248,0.9318526,0.565311,0.37057742,0.14627358,1.6477919,0.33945152,1.4386009,1.4625353,1.7380395,0.18550171
hidden_1_n39,0.63970834,0.9341185,0.5724501,1.0404711,2.273968,0.69893324,0.74870783,2.2759566,0.6239641,0.276094,1.9328307,0.7943817,0.80565095,2.3490665,0.11325621,2.934102,0.86786056,0.2932461,0.06860762,0.6096052,0.39613873,0.10628704,0.18115976,0.7964971,0.047054842,0.23789707,0.37556994,0.5373784,0.6451034,0.46302414,0.6339021,0.56685084,0.25383368,1.4746747,1.7347978,0.39499924,1.2469913,0.5690056,0.58327824,1.8332177,0.95599633,1.6503072,0.5387945,0.4446427,0.3735916,0.46731338,0.57242346,0.65151155,0.55131257,0.91901153,0.23062591,0.22612615,0.46343765,0.78047734,0.31828517,1.853155,2.5001428,1.40148,0.05502607,1.3536711,2.335582,1.044778,0.4656562,0.7392796,0.6659542,0.9864337,0.8071779,0.48268363,0.27510303,0.5249681,1.0626662,1.3674811,1.4543074,1.3933858,1.2630645,0.5178662,1.3229334,0.6315971,1.439635,0.08796808,0.10324772,0.67627656,0.1160904,0.3475437,1.0180113,0.17777477,1.0229656,0.106933996,0.59203094,1.8242549,1.7962655,0.14635216,0.6696091,0.0010959842,0.23819451,0.37130743,2.004778,0.19322963,0.7892991,1.2737991,0.735043,1.2043962,0.1701361,0.6134457,0.8887325,0.113099724,0.31106365,1.3898512,0.6091929,1.4928253,1.6042695,0.880258,1.5372174,0.3448617,1.7413881,1.5879925,1.995798,0.36280206,0.52878934,0.42986074,1.0249643,0.5723014,1.039648,1.5255151,0.07112979,1.4589825,1.1888841,2.861232,1.3351561,1.3329448,0.33707744,0.11866536,1.2150705,1.2161521,0.23841062,0.03562315,0.7042371,0.90269524,0.72436047,0.6471508,0.83316225,0.14952359,0.8139564,0.9070121,0.85588586,0.77648765,0.3557416,0.69067746,1.9358454,0.14927915,0.38013273,0.04256323,0.26569942,0.04427971,1.4966757,0.95368904,0.28241655,0.22862177,1.0973195,2.0185788,1.218318,0.1089977,1.2104453,0.7934769,1.4459914,0.002818227,0.4551749,0.0,0.64550656,0.57884055,0.5040053,1.4100987,0.23186009,0.27393815,0.7281951,1.966556,0.17920163,0.8643284,0.3150695,1.0256803,0.46638513,1.4169563,0.37734073,0.5526928,0.50539386,0.65027034,1.5274439,0.8955723,1.0817292,0.62032175,0.9069257,0.65643823
